step,time,ResidMax,ResidRMS,DilMax,IntDiv,IntAbsDiv,dt
8403,81.69583333,0.00395090,0.00228649,3.84527341,-0.02589034,0.04345591,0.00972222
8404,81.70555556,0.00394975,0.00228584,3.84538231,-0.02588403,0.04344995,0.00972222
8405,81.71527778,0.00394860,0.00228518,3.84549119,-0.02587772,0.04344399,0.00972222
8406,81.72500000,0.00394745,0.00228452,3.84560003,-0.02587141,0.04343803,0.00972222
8407,81.73472222,0.00394631,0.00228386,3.84570884,-0.02586510,0.04343207,0.00972222
8408,81.74444444,0.00394516,0.00228320,3.84581762,-0.02585879,0.04342612,0.00972222
8409,81.75416667,0.00394401,0.00228254,3.84592637,-0.02585249,0.04342017,0.00972222
8410,81.76388889,0.00394287,0.00228188,3.84603508,-0.02584619,0.04341421,0.00972222
8411,81.77361111,0.00394172,0.00228122,3.84614376,-0.02583989,0.04340827,0.00972222
8412,81.78333333,0.00394057,0.00228057,3.84625241,-0.02583359,0.04340232,0.00972222
8413,81.79305556,0.00393943,0.00227991,3.84636102,-0.02582730,0.04339637,0.00972222
8414,81.80277778,0.00393828,0.00227925,3.84646960,-0.02582100,0.04339043,0.00972222
8415,81.81250000,0.00393714,0.00227859,3.84657815,-0.02581471,0.04338449,0.00972222
8416,81.82222222,0.00393599,0.00227794,3.84668667,-0.02580842,0.04337855,0.00972222
8417,81.83194444,0.00393485,0.00227728,3.84679515,-0.02580213,0.04337261,0.00972222
8418,81.84166667,0.00393370,0.00227662,3.84690360,-0.02579585,0.04336667,0.00972222
8419,81.85138889,0.00393256,0.00227597,3.84701202,-0.02578956,0.04336073,0.00972222
8420,81.86111111,0.00393142,0.00227531,3.84712041,-0.02578328,0.04335480,0.00972222
8421,81.87083333,0.00393027,0.00227465,3.84722876,-0.02577700,0.04334887,0.00972222
8422,81.88055556,0.00392913,0.00227400,3.84733709,-0.02577072,0.04334294,0.00972222
8423,81.89027778,0.00392799,0.00227334,3.84744537,-0.02576444,0.04333701,0.00972222
8424,81.90000000,0.00392685,0.00227268,3.84755363,-0.02575816,0.04333108,0.00972222
8425,81.90972222,0.00392570,0.00227203,3.84766185,-0.02575189,0.04332516,0.00972222
8426,81.91944444,0.00392456,0.00227137,3.84777005,-0.02574562,0.04331923,0.00972222
8427,81.92916667,0.00392342,0.00227072,3.84787820,-0.02573935,0.04331331,0.00972222
8428,81.93888889,0.00392228,0.00227006,3.84798633,-0.02573308,0.04330739,0.00972222
8429,81.94861111,0.00392114,0.00226941,3.84809442,-0.02572681,0.04330147,0.00972222
8430,81.95833333,0.00392000,0.00226875,3.84820249,-0.02572055,0.04329556,0.00972222
8431,81.96805556,0.00391886,0.00226810,3.84831052,-0.02571428,0.04328964,0.00972222
8432,81.97777778,0.00391772,0.00226745,3.84841851,-0.02570802,0.04328373,0.00972222
8433,81.98750000,0.00391658,0.00226679,3.84852648,-0.02570176,0.04327782,0.00972222
8434,81.99722222,0.00391544,0.00226614,3.84863441,-0.02569550,0.04327191,0.00972222
8435,82.00694444,0.00391431,0.00226548,3.84874231,-0.02568925,0.04326600,0.00972222
8436,82.01666667,0.00391317,0.00226483,3.84885017,-0.02568299,0.04326009,0.00972222
8437,82.02638889,0.00391203,0.00226418,3.84895801,-0.02567674,0.04325419,0.00972222
8438,82.03611111,0.00391089,0.00226352,3.84906581,-0.02567049,0.04324829,0.00972222
8439,82.04583333,0.00390976,0.00226287,3.84917358,-0.02566424,0.04324238,0.00972222
8440,82.05555556,0.00390862,0.00226222,3.84928132,-0.02565799,0.04323648,0.00972222
8441,82.06527778,0.00390748,0.00226157,3.84938902,-0.02565175,0.04323059,0.00972222
8442,82.07500000,0.00390635,0.00226091,3.84949670,-0.02564551,0.04322469,0.00972222
8443,82.08472222,0.00390521,0.00226026,3.84960434,-0.02563926,0.04321880,0.00972222
8444,82.09444444,0.00390408,0.00225961,3.84971194,-0.02563302,0.04321290,0.00972222
8445,82.10416667,0.00390294,0.00225896,3.84981952,-0.02562679,0.04320701,0.00972222
8446,82.11388889,0.00390181,0.00225831,3.84992706,-0.02562055,0.04320112,0.00972222
8447,82.12361111,0.00390067,0.00225766,3.85003457,-0.02561431,0.04319524,0.00972222
8448,82.13333333,0.00389954,0.00225700,3.85014205,-0.02560808,0.04318935,0.00972222
8449,82.14305556,0.00389840,0.00225635,3.85024950,-0.02560185,0.04318346,0.00972222
8450,82.15277778,0.00389727,0.00225570,3.85035691,-0.02559562,0.04317758,0.00972222
8451,82.16250000,0.00389614,0.00225505,3.85046430,-0.02558939,0.04317170,0.00972222
8452,82.17222222,0.00389501,0.00225440,3.85057165,-0.02558317,0.04316582,0.00972222
8453,82.18194444,0.00389387,0.00225375,3.85067896,-0.02557695,0.04315994,0.00972222
8454,82.19166667,0.00389274,0.00225310,3.85078625,-0.02557072,0.04315407,0.00972222
8455,82.20138889,0.00389161,0.00225245,3.85089350,-0.02556450,0.04314819,0.00972222
8456,82.21111111,0.00389048,0.00225180,3.85100072,-0.02555829,0.04314232,0.00972222
8457,82.22083333,0.00388935,0.00225115,3.85110791,-0.02555207,0.04313645,0.00972222
8458,82.23055556,0.00388822,0.00225050,3.85121507,-0.02554585,0.04313058,0.00972222
8459,82.24027778,0.00388709,0.00224985,3.85132219,-0.02553964,0.04312471,0.00972222
8460,82.25000000,0.00388596,0.00224921,3.85142929,-0.02553343,0.04311885,0.00972222
8461,82.25972222,0.00388483,0.00224856,3.85153635,-0.02552722,0.04311299,0.00972222
8462,82.26944444,0.00388370,0.00224791,3.85164337,-0.02552101,0.04310712,0.00972222
8463,82.27916667,0.00388257,0.00224726,3.85175037,-0.02551481,0.04310126,0.00972222
8464,82.28888889,0.00388144,0.00224661,3.85185733,-0.02550860,0.04309541,0.00972222
8465,82.29861111,0.00388031,0.00224596,3.85196427,-0.02550240,0.04308955,0.00972222
8466,82.30833333,0.00387919,0.00224532,3.85207117,-0.02549620,0.04308369,0.00972222
8467,82.31805556,0.00387806,0.00224467,3.85217803,-0.02549000,0.04307784,0.00972222
8468,82.32777778,0.00387693,0.00224402,3.85228487,-0.02548381,0.04307199,0.00972222
8469,82.33750000,0.00387580,0.00224337,3.85239167,-0.02547761,0.04306614,0.00972222
8470,82.34722222,0.00387468,0.00224273,3.85249844,-0.02547142,0.04306029,0.00972222
8471,82.35694444,0.00387355,0.00224208,3.85260518,-0.02546523,0.04305445,0.00972222
8472,82.36666667,0.00387242,0.00224143,3.85271189,-0.02545904,0.04304860,0.00972222
8473,82.37638889,0.00387130,0.00224079,3.85281857,-0.02545285,0.04304276,0.00972222
8474,82.38611111,0.00387017,0.00224014,3.85292521,-0.02544666,0.04303692,0.00972222
8475,82.39583333,0.00386905,0.00223950,3.85303182,-0.02544048,0.04303108,0.00972222
8476,82.40555556,0.00386792,0.00223885,3.85313840,-0.02543429,0.04302524,0.00972222
8477,82.41527778,0.00386680,0.00223820,3.85324495,-0.02542811,0.04301940,0.00972222
8478,82.42500000,0.00386568,0.00223756,3.85335146,-0.02542194,0.04301357,0.00972222
8479,82.43472222,0.00386455,0.00223691,3.85345795,-0.02541576,0.04300773,0.00972222
8480,82.44444444,0.00386343,0.00223627,3.85356440,-0.02540958,0.04300190,0.00972222
8481,82.45416667,0.00386231,0.00223562,3.85367082,-0.02540341,0.04299607,0.00972222
8482,82.46388889,0.00386118,0.00223498,3.85377721,-0.02539724,0.04299024,0.00972222
8483,82.47361111,0.00386006,0.00223433,3.85388356,-0.02539107,0.04298442,0.00972222
8484,82.48333333,0.00385894,0.00223369,3.85398988,-0.02538490,0.04297859,0.00972222
8485,82.49305556,0.00385782,0.00223305,3.85409618,-0.02537873,0.04297277,0.00972222
8486,82.50277778,0.00385670,0.00223240,3.85420244,-0.02537257,0.04296695,0.00972222
8487,82.51250000,0.00385558,0.00223176,3.85430866,-0.02536640,0.04296113,0.00972222
8488,82.52222222,0.00385446,0.00223111,3.85441486,-0.02536024,0.04295531,0.00972222
8489,82.53194444,0.00385334,0.00223047,3.85452103,-0.02535408,0.04294949,0.00972222
8490,82.54166667,0.00385222,0.00222983,3.85462716,-0.02534793,0.04294368,0.00972222
8491,82.55138889,0.00385110,0.00222919,3.85473326,-0.02534177,0.04293787,0.00972222
8492,82.56111111,0.00384998,0.00222854,3.85483933,-0.02533562,0.04293206,0.00972222
8493,82.57083333,0.00384886,0.00222790,3.85494536,-0.02532946,0.04292625,0.00972222
8494,82.58055556,0.00384774,0.00222726,3.85505137,-0.02532331,0.04292044,0.00972222
8495,82.59027778,0.00384662,0.00222661,3.85515734,-0.02531716,0.04291463,0.00972222
8496,82.60000000,0.00384550,0.00222597,3.85526329,-0.02531102,0.04290883,0.00972222
8497,82.60972222,0.00384439,0.00222533,3.85536920,-0.02530487,0.04290302,0.00972222
8498,82.61944444,0.00384327,0.00222469,3.85547507,-0.02529873,0.04289722,0.00972222
8499,82.62916667,0.00384215,0.00222405,3.85558092,-0.02529259,0.04289142,0.00972222
8500,82.63888889,0.00384104,0.00222341,3.85568673,-0.02528645,0.04288563,0.00972222
8501,82.64861111,0.00383992,0.00222277,3.85579252,-0.02528031,0.04287983,0.00972222
8502,82.65833333,0.00383880,0.00222212,3.85589827,-0.02527417,0.04287403,0.00972222
8503,82.66805556,0.00383769,0.00222148,3.85600399,-0.02526804,0.04286824,0.00972222
8504,82.67777778,0.00383657,0.00222084,3.85610968,-0.02526190,0.04286245,0.00972222
8505,82.68750000,0.00383546,0.00222020,3.85621533,-0.02525577,0.04285666,0.00972222
8506,82.69722222,0.00383434,0.00221956,3.85632096,-0.02524964,0.04285087,0.00972222
8507,82.70694444,0.00383323,0.00221892,3.85642655,-0.02524352,0.04284509,0.00972222
8508,82.71666667,0.00383211,0.00221828,3.85653211,-0.02523739,0.04283930,0.00972222
8509,82.72638889,0.00383100,0.00221764,3.85663764,-0.02523127,0.04283352,0.00972222
8510,82.73611111,0.00382989,0.00221700,3.85674314,-0.02522514,0.04282774,0.00972222
8511,82.74583333,0.00382877,0.00221636,3.85684860,-0.02521902,0.04282196,0.00972222
8512,82.75555556,0.00382766,0.00221573,3.85695404,-0.02521290,0.04281618,0.00972222
8513,82.76527778,0.00382655,0.00221509,3.85705944,-0.02520679,0.04281041,0.00972222
8514,82.77500000,0.00382544,0.00221445,3.85716481,-0.02520067,0.04280463,0.00972222
8515,82.78472222,0.00382433,0.00221381,3.85727015,-0.02519456,0.04279886,0.00972222
8516,82.79444444,0.00382321,0.00221317,3.85737546,-0.02518845,0.04279309,0.00972222
8517,82.80416667,0.00382210,0.00221253,3.85748073,-0.02518234,0.04278732,0.00972222
8518,82.81388889,0.00382099,0.00221189,3.85758598,-0.02517623,0.04278156,0.00972222
8519,82.82361111,0.00381988,0.00221126,3.85769119,-0.02517012,0.04277579,0.00972222
8520,82.83333333,0.00381877,0.00221062,3.85779637,-0.02516402,0.04277003,0.00972222
8521,82.84305556,0.00381766,0.00220998,3.85790152,-0.02515791,0.04276427,0.00972222
8522,82.85277778,0.00381655,0.00220934,3.85800664,-0.02515181,0.04275851,0.00972222
8523,82.86250000,0.00381545,0.00220871,3.85811173,-0.02514571,0.04275275,0.00972222
8524,82.87222222,0.00381434,0.00220807,3.85821679,-0.02513962,0.04274699,0.00972222
8525,82.88194444,0.00381323,0.00220743,3.85832181,-0.02513352,0.04274123,0.00972222
8526,82.89166667,0.00381212,0.00220680,3.85842680,-0.02512743,0.04273548,0.00972222
8527,82.90138889,0.00381101,0.00220616,3.85853176,-0.02512133,0.04272973,0.00972222
8528,82.91111111,0.00380991,0.00220553,3.85863669,-0.02511524,0.04272398,0.00972222
8529,82.92083333,0.00380880,0.00220489,3.85874159,-0.02510915,0.04271823,0.00972222
8530,82.93055556,0.00380769,0.00220425,3.85884646,-0.02510307,0.04271248,0.00972222
8531,82.94027778,0.00380659,0.00220362,3.85895129,-0.02509698,0.04270674,0.00972222
8532,82.95000000,0.00380548,0.00220298,3.85905610,-0.02509090,0.04270099,0.00972222
8533,82.95972222,0.00380437,0.00220235,3.85916087,-0.02508482,0.04269525,0.00972222
8534,82.96944444,0.00380327,0.00220171,3.85926561,-0.02507874,0.04268951,0.00972222
8535,82.97916667,0.00380216,0.00220108,3.85937032,-0.02507266,0.04268377,0.00972222
8536,82.98888889,0.00380106,0.00220044,3.85947500,-0.02506658,0.04267804,0.00972222
8537,82.99861111,0.00379995,0.00219981,3.85957965,-0.02506051,0.04267230,0.00972222
8538,83.00833333,0.00379885,0.00219917,3.85968426,-0.02505443,0.04266657,0.00972222
8539,83.01805556,0.00379775,0.00219854,3.85978885,-0.02504836,0.04266083,0.00972222
8540,83.02777778,0.00379664,0.00219791,3.85989340,-0.02504229,0.04265510,0.00972222
8541,83.03750000,0.00379554,0.00219727,3.85999792,-0.02503622,0.04264937,0.00972222
8542,83.04722222,0.00379444,0.00219664,3.86010241,-0.02503016,0.04264365,0.00972222
8543,83.05694444,0.00379333,0.00219601,3.86020687,-0.02502409,0.04263792,0.00972222
8544,83.06666667,0.00379223,0.00219537,3.86031130,-0.02501803,0.04263220,0.00972222
8545,83.07638889,0.00379113,0.00219474,3.86041569,-0.02501197,0.04262648,0.00972222
8546,83.08611111,0.00379003,0.00219411,3.86052006,-0.02500591,0.04262076,0.00972222
8547,83.09583333,0.00378893,0.00219347,3.86062439,-0.02499985,0.04261504,0.00972222
8548,83.10555556,0.00378783,0.00219284,3.86072869,-0.02499380,0.04260932,0.00972222
8549,83.11527778,0.00378673,0.00219221,3.86083296,-0.02498774,0.04260360,0.00972222
8550,83.12500000,0.00378563,0.00219158,3.86093720,-0.02498169,0.04259789,0.00972222
8551,83.13472222,0.00378453,0.00219095,3.86104141,-0.02497564,0.04259218,0.00972222
8552,83.14444444,0.00378343,0.00219031,3.86114559,-0.02496959,0.04258647,0.00972222
8553,83.15416667,0.00378233,0.00218968,3.86124974,-0.02496355,0.04258076,0.00972222
8554,83.16388889,0.00378123,0.00218905,3.86135385,-0.02495750,0.04257505,0.00972222
8555,83.17361111,0.00378013,0.00218842,3.86145794,-0.02495146,0.04256934,0.00972222
8556,83.18333333,0.00377903,0.00218779,3.86156199,-0.02494542,0.04256364,0.00972222
8557,83.19305556,0.00377793,0.00218716,3.86166601,-0.02493938,0.04255794,0.00972222
8558,83.20277778,0.00377684,0.00218653,3.86177000,-0.02493334,0.04255224,0.00972222
8559,83.21250000,0.00377574,0.00218590,3.86187396,-0.02492730,0.04254654,0.00972222
8560,83.22222222,0.00377464,0.00218527,3.86197789,-0.02492127,0.04254084,0.00972222
8561,83.23194444,0.00377355,0.00218464,3.86208178,-0.02491523,0.04253514,0.00972222
8562,83.24166667,0.00377245,0.00218401,3.86218565,-0.02490920,0.04252945,0.00972222
8563,83.25138889,0.00377135,0.00218338,3.86228948,-0.02490317,0.04252376,0.00972222
8564,83.26111111,0.00377026,0.00218275,3.86239329,-0.02489715,0.04251807,0.00972222
8565,83.27083333,0.00376916,0.00218212,3.86249706,-0.02489112,0.04251238,0.00972222
8566,83.28055556,0.00376807,0.00218149,3.86260080,-0.02488509,0.04250669,0.00972222
8567,83.29027778,0.00376697,0.00218086,3.86270451,-0.02487907,0.04250100,0.00972222
8568,83.30000000,0.00376588,0.00218023,3.86280819,-0.02487305,0.04249532,0.00972222
8569,83.30972222,0.00376479,0.00217960,3.86291184,-0.02486703,0.04248964,0.00972222
8570,83.31944444,0.00376369,0.00217898,3.86301545,-0.02486101,0.04248396,0.00972222
8571,83.32916667,0.00376260,0.00217835,3.86311904,-0.02485500,0.04247828,0.00972222
8572,83.33888889,0.00376151,0.00217772,3.86322259,-0.02484899,0.04247260,0.00972222
8573,83.34861111,0.00376041,0.00217709,3.86332612,-0.02484297,0.04246692,0.00972222
8574,83.35833333,0.00375932,0.00217646,3.86342961,-0.02483696,0.04246125,0.00972222
8575,83.36805556,0.00375823,0.00217584,3.86353307,-0.02483095,0.04245557,0.00972222
8576,83.37777778,0.00375714,0.00217521,3.86363650,-0.02482495,0.04244990,0.00972222
8577,83.38750000,0.00375605,0.00217458,3.86373990,-0.02481894,0.04244423,0.00972222
8578,83.39722222,0.00375495,0.00217396,3.86384327,-0.02481294,0.04243857,0.00972222
8579,83.40694444,0.00375386,0.00217333,3.86394661,-0.02480694,0.04243290,0.00972222
8580,83.41666667,0.00375277,0.00217270,3.86404992,-0.02480094,0.04242723,0.00972222
8581,83.42638889,0.00375168,0.00217208,3.86415319,-0.02479494,0.04242157,0.00972222
8582,83.43611111,0.00375059,0.00217145,3.86425644,-0.02478894,0.04241591,0.00972222
8583,83.44583333,0.00374950,0.00217082,3.86435965,-0.02478295,0.04241025,0.00972222
8584,83.45555556,0.00374841,0.00217020,3.86446283,-0.02477695,0.04240459,0.00972222
8585,83.46527778,0.00374733,0.00216957,3.86456599,-0.02477096,0.04239894,0.00972222
8586,83.47500000,0.00374624,0.00216895,3.86466911,-0.02476497,0.04239328,0.00972222
8587,83.48472222,0.00374515,0.00216832,3.86477220,-0.02475898,0.04238763,0.00972222
8588,83.49444444,0.00374406,0.00216770,3.86487526,-0.02475300,0.04238197,0.00972222
8589,83.50416667,0.00374297,0.00216707,3.86497828,-0.02474701,0.04237632,0.00972222
8590,83.51388889,0.00374189,0.00216645,3.86508128,-0.02474103,0.04237068,0.00972222
8591,83.52361111,0.00374080,0.00216582,3.86518425,-0.02473505,0.04236503,0.00972222
8592,83.53333333,0.00373971,0.00216520,3.86528719,-0.02472907,0.04235938,0.00972222
8593,83.54305556,0.00373863,0.00216457,3.86539009,-0.02472309,0.04235374,0.00972222
8594,83.55277778,0.00373754,0.00216395,3.86549296,-0.02471712,0.04234810,0.00972222
8595,83.56250000,0.00373646,0.00216333,3.86559581,-0.02471114,0.04234246,0.00972222
8596,83.57222222,0.00373537,0.00216270,3.86569862,-0.02470517,0.04233682,0.00972222
8597,83.58194444,0.00373429,0.00216208,3.86580140,-0.02469920,0.04233118,0.00972222
8598,83.59166667,0.00373320,0.00216146,3.86590415,-0.02469323,0.04232555,0.00972222
8599,83.60138889,0.00373212,0.00216083,3.86600687,-0.02468726,0.04231991,0.00972222
8600,83.61111111,0.00373103,0.00216021,3.86610956,-0.02468130,0.04231428,0.00972222
8601,83.62083333,0.00372995,0.00215959,3.86621222,-0.02467533,0.04230865,0.00972222
8602,83.63055556,0.00372887,0.00215897,3.86631485,-0.02466937,0.04230302,0.00972222
8603,83.64027778,0.00372778,0.00215834,3.86641745,-0.02466341,0.04229739,0.00972222
8604,83.65000000,0.00372670,0.00215772,3.86652002,-0.02465745,0.04229177,0.00972222
8605,83.65972222,0.00372562,0.00215710,3.86662255,-0.02465149,0.04228614,0.00972222
8606,83.66944444,0.00372454,0.00215648,3.86672506,-0.02464554,0.04228052,0.00972222
8607,83.67916667,0.00372345,0.00215586,3.86682753,-0.02463959,0.04227490,0.00972222
8608,83.68888889,0.00372237,0.00215523,3.86692998,-0.02463363,0.04226928,0.00972222
8609,83.69861111,0.00372129,0.00215461,3.86703239,-0.02462768,0.04226367,0.00972222
8610,83.70833333,0.00372021,0.00215399,3.86713477,-0.02462174,0.04225805,0.00972222
8611,83.71805556,0.00371913,0.00215337,3.86723712,-0.02461579,0.04225244,0.00972222
8612,83.72777778,0.00371805,0.00215275,3.86733944,-0.02460984,0.04224682,0.00972222
8613,83.73750000,0.00371697,0.00215213,3.86744173,-0.02460390,0.04224121,0.00972222
8614,83.74722222,0.00371589,0.00215151,3.86754399,-0.02459796,0.04223560,0.00972222
8615,83.75694444,0.00371481,0.00215089,3.86764622,-0.02459202,0.04223000,0.00972222
8616,83.76666667,0.00371373,0.00215027,3.86774842,-0.02458608,0.04222439,0.00972222
8617,83.77638889,0.00371265,0.00214965,3.86785059,-0.02458014,0.04221879,0.00972222
8618,83.78611111,0.00371158,0.00214903,3.86795273,-0.02457421,0.04221318,0.00972222
8619,83.79583333,0.00371050,0.00214841,3.86805483,-0.02456828,0.04220758,0.00972222
8620,83.80555556,0.00370942,0.00214779,3.86815691,-0.02456234,0.04220199,0.00972222
8621,83.81527778,0.00370834,0.00214717,3.86825896,-0.02455642,0.04219639,0.00972222
8622,83.82500000,0.00370727,0.00214655,3.86836097,-0.02455049,0.04219079,0.00972222
8623,83.83472222,0.00370619,0.00214593,3.86846296,-0.02454456,0.04218520,0.00972222
8624,83.84444444,0.00370511,0.00214532,3.86856491,-0.02453864,0.04217961,0.00972222
8625,83.85416667,0.00370404,0.00214470,3.86866683,-0.02453271,0.04217402,0.00972222
8626,83.86388889,0.00370296,0.00214408,3.86876873,-0.02452679,0.04216843,0.00972222
8627,83.87361111,0.00370189,0.00214346,3.86887059,-0.02452087,0.04216284,0.00972222
8628,83.88333333,0.00370081,0.00214284,3.86897242,-0.02451496,0.04215725,0.00972222
8629,83.89305556,0.00369974,0.00214223,3.86907422,-0.02450904,0.04215167,0.00972222
8630,83.90277778,0.00369866,0.00214161,3.86917600,-0.02450313,0.04214609,0.00972222
8631,83.91250000,0.00369759,0.00214099,3.86927774,-0.02449721,0.04214050,0.00972222
8632,83.92222222,0.00369651,0.00214037,3.86937945,-0.02449130,0.04213492,0.00972222
8633,83.93194444,0.00369544,0.00213976,3.86948113,-0.02448539,0.04212935,0.00972222
8634,83.94166667,0.00369437,0.00213914,3.86958278,-0.02447949,0.04212377,0.00972222
8635,83.95138889,0.00369330,0.00213852,3.86968439,-0.02447358,0.04211820,0.00972222
8636,83.96111111,0.00369222,0.00213791,3.86978598,-0.02446768,0.04211262,0.00972222
8637,83.97083333,0.00369115,0.00213729,3.86988754,-0.02446177,0.04210705,0.00972222
8638,83.98055556,0.00369008,0.00213668,3.86998907,-0.02445587,0.04210148,0.00972222
8639,83.99027778,0.00368901,0.00213606,3.87009057,-0.02444997,0.04209591,0.00972222
8640,84.00000000,0.00368794,0.00213544,3.87019203,-0.02444408,0.04209035,0.00972222
8641,84.00972222,0.00368687,0.00213483,3.87029347,-0.02443818,0.04208478,0.00972222
8642,84.01944444,0.00368579,0.00213421,3.87039488,-0.02443229,0.04207922,0.00972222
8643,84.02916667,0.00368472,0.00213360,3.87049625,-0.02442639,0.04207366,0.00972222
8644,84.03888889,0.00368365,0.00213298,3.87059760,-0.02442050,0.04206810,0.00972222
8645,84.04861111,0.00368258,0.00213237,3.87069891,-0.02441462,0.04206254,0.00972222
8646,84.05833333,0.00368152,0.00213175,3.87080020,-0.02440873,0.04205698,0.00972222
8647,84.06805556,0.00368045,0.00213114,3.87090145,-0.02440284,0.04205142,0.00972222
8648,84.07777778,0.00367938,0.00213052,3.87100268,-0.02439696,0.04204587,0.00972222
8649,84.08750000,0.00367831,0.00212991,3.87110387,-0.02439108,0.04204032,0.00972222
8650,84.09722222,0.00367724,0.00212930,3.87120503,-0.02438520,0.04203477,0.00972222
8651,84.10694444,0.00367617,0.00212868,3.87130617,-0.02437932,0.04202922,0.00972222
8652,84.11666667,0.00367511,0.00212807,3.87140727,-0.02437344,0.04202367,0.00972222
8653,84.12638889,0.00367404,0.00212746,3.87150834,-0.02436757,0.04201812,0.00972222
8654,84.13611111,0.00367297,0.00212684,3.87160938,-0.02436169,0.04201258,0.00972222
8655,84.14583333,0.00367191,0.00212623,3.87171040,-0.02435582,0.04200704,0.00972222
8656,84.15555556,0.00367084,0.00212562,3.87181138,-0.02434995,0.04200150,0.00972222
8657,84.16527778,0.00366977,0.00212500,3.87191233,-0.02434408,0.04199596,0.00972222
8658,84.17500000,0.00366871,0.00212439,3.87201325,-0.02433821,0.04199042,0.00972222
8659,84.18472222,0.00366764,0.00212378,3.87211414,-0.02433235,0.04198488,0.00972222
8660,84.19444444,0.00366658,0.00212317,3.87221501,-0.02432649,0.04197935,0.00972222
8661,84.20416667,0.00366551,0.00212256,3.87231584,-0.02432062,0.04197381,0.00972222
8662,84.21388889,0.00366445,0.00212194,3.87241664,-0.02431476,0.04196828,0.00972222
8663,84.22361111,0.00366339,0.00212133,3.87251741,-0.02430891,0.04196275,0.00972222
8664,84.23333333,0.00366232,0.00212072,3.87261815,-0.02430305,0.04195722,0.00972222
8665,84.24305556,0.00366126,0.00212011,3.87271886,-0.02429719,0.04195170,0.00972222
8666,84.25277778,0.00366020,0.00211950,3.87281954,-0.02429134,0.04194617,0.00972222
8667,84.26250000,0.00365913,0.00211889,3.87292019,-0.02428549,0.04194065,0.00972222
8668,84.27222222,0.00365807,0.00211828,3.87302081,-0.02427964,0.04193513,0.00972222
8669,84.28194444,0.00365701,0.00211767,3.87312140,-0.02427379,0.04192961,0.00972222
8670,84.29166667,0.00365595,0.00211706,3.87322196,-0.02426795,0.04192409,0.00972222
8671,84.30138889,0.00365489,0.00211645,3.87332249,-0.02426210,0.04191857,0.00972222
8672,84.31111111,0.00365382,0.00211584,3.87342299,-0.02425626,0.04191305,0.00972222
8673,84.32083333,0.00365276,0.00211523,3.87352346,-0.02425042,0.04190754,0.00972222
8674,84.33055556,0.00365170,0.00211462,3.87362390,-0.02424458,0.04190203,0.00972222
8675,84.34027778,0.00365064,0.00211401,3.87372431,-0.02423874,0.04189652,0.00972222
8676,84.35000000,0.00364958,0.00211340,3.87382469,-0.02423290,0.04189101,0.00972222
8677,84.35972222,0.00364852,0.00211279,3.87392504,-0.02422707,0.04188550,0.00972222
8678,84.36944444,0.00364746,0.00211218,3.87402536,-0.02422123,0.04187999,0.00972222
8679,84.37916667,0.00364641,0.00211157,3.87412565,-0.02421540,0.04187449,0.00972222
8680,84.38888889,0.00364535,0.00211096,3.87422590,-0.02420957,0.04186899,0.00972222
8681,84.39861111,0.00364429,0.00211036,3.87432613,-0.02420374,0.04186348,0.00972222
8682,84.40833333,0.00364323,0.00210975,3.87442633,-0.02419792,0.04185798,0.00972222
8683,84.41805556,0.00364217,0.00210914,3.87452650,-0.02419209,0.04185249,0.00972222
8684,84.42777778,0.00364112,0.00210853,3.87462664,-0.02418627,0.04184699,0.00972222
8685,84.43750000,0.00364006,0.00210792,3.87472675,-0.02418045,0.04184149,0.00972222
8686,84.44722222,0.00363900,0.00210732,3.87482683,-0.02417463,0.04183600,0.00972222
8687,84.45694444,0.00363795,0.00210671,3.87492688,-0.02416881,0.04183051,0.00972222
8688,84.46666667,0.00363689,0.00210610,3.87502690,-0.02416299,0.04182502,0.00972222
8689,84.47638889,0.00363583,0.00210550,3.87512689,-0.02415718,0.04181953,0.00972222
8690,84.48611111,0.00363478,0.00210489,3.87522685,-0.02415137,0.04181404,0.00972222
8691,84.49583333,0.00363372,0.00210428,3.87532678,-0.02414556,0.04180856,0.00972222
8692,84.50555556,0.00363267,0.00210368,3.87542668,-0.02413975,0.04180307,0.00972222
8693,84.51527778,0.00363161,0.00210307,3.87552655,-0.02413394,0.04179759,0.00972222
8694,84.52500000,0.00363056,0.00210246,3.87562639,-0.02412813,0.04179211,0.00972222
8695,84.53472222,0.00362951,0.00210186,3.87572620,-0.02412233,0.04178663,0.00972222
8696,84.54444444,0.00362845,0.00210125,3.87582598,-0.02411652,0.04178115,0.00972222
8697,84.55416667,0.00362740,0.00210065,3.87592573,-0.02411072,0.04177568,0.00972222
8698,84.56388889,0.00362635,0.00210004,3.87602545,-0.02410492,0.04177020,0.00972222
8699,84.57361111,0.00362529,0.00209944,3.87612515,-0.02409913,0.04176473,0.00972222
8700,84.58333333,0.00362424,0.00209883,3.87622481,-0.02409333,0.04175926,0.00972222
8701,84.59305556,0.00362319,0.00209823,3.87632444,-0.02408753,0.04175379,0.00972222
8702,84.60277778,0.00362214,0.00209762,3.87642404,-0.02408174,0.04174832,0.00972222
8703,84.61250000,0.00362109,0.00209702,3.87652361,-0.02407595,0.04174286,0.00972222
8704,84.62222222,0.00362003,0.00209641,3.87662315,-0.02407016,0.04173739,0.00972222
8705,84.63194444,0.00361898,0.00209581,3.87672267,-0.02406437,0.04173193,0.00972222
