step,time,ResidMax,ResidRMS,DilMax,IntDiv,IntAbsDiv,dt
4421,42.98194444,0.01287028,0.00731019,2.98812875,-0.07322175,0.08835560,0.00972222
4422,42.99166667,0.01286634,0.00730801,2.98851191,-0.07320162,0.08833648,0.00972222
4423,43.00138889,0.01286241,0.00730584,2.98889494,-0.07318150,0.08831737,0.00972222
4424,43.01111111,0.01285848,0.00730367,2.98927783,-0.07316139,0.08829827,0.00972222
4425,43.02083333,0.01285455,0.00730150,2.98966060,-0.07314128,0.08827917,0.00972222
4426,43.03055556,0.01285062,0.00729933,2.99004324,-0.07312118,0.08826007,0.00972222
4427,43.04027778,0.01284670,0.00729716,2.99042574,-0.07310108,0.08824098,0.00972222
4428,43.05000000,0.01284277,0.00729500,2.99080812,-0.07308099,0.08822190,0.00972222
4429,43.05972222,0.01283885,0.00729283,2.99119036,-0.07306091,0.08820283,0.00972222
4430,43.06944444,0.01283492,0.00729066,2.99157248,-0.07304083,0.08818375,0.00972222
4431,43.07916667,0.01283100,0.00728850,2.99195446,-0.07302075,0.08816469,0.00972222
4432,43.08888889,0.01282708,0.00728633,2.99233632,-0.07300069,0.08814563,0.00972222
4433,43.09861111,0.01282316,0.00728417,2.99271804,-0.07298063,0.08812657,0.00972222
4434,43.10833333,0.01281924,0.00728200,2.99309964,-0.07296057,0.08810753,0.00972222
4435,43.11805556,0.01281533,0.00727984,2.99348110,-0.07294052,0.08808848,0.00972222
4436,43.12777778,0.01281141,0.00727768,2.99386244,-0.07292048,0.08806945,0.00972222
4437,43.13750000,0.01280750,0.00727552,2.99424364,-0.07290044,0.08805041,0.00972222
4438,43.14722222,0.01280358,0.00727335,2.99462472,-0.07288041,0.08803139,0.00972222
4439,43.15694444,0.01279967,0.00727119,2.99500566,-0.07286039,0.08801237,0.00972222
4440,43.16666667,0.01279576,0.00726903,2.99538648,-0.07284037,0.08799335,0.00972222
4441,43.17638889,0.01279185,0.00726687,2.99576717,-0.07282036,0.08797434,0.00972222
4442,43.18611111,0.01278794,0.00726472,2.99614772,-0.07280035,0.08795534,0.00972222
4443,43.19583333,0.01278404,0.00726256,2.99652815,-0.07278035,0.08793634,0.00972222
4444,43.20555556,0.01278013,0.00726040,2.99690845,-0.07276035,0.08791735,0.00972222
4445,43.21527778,0.01277623,0.00725824,2.99728862,-0.07274036,0.08789837,0.00972222
4446,43.22500000,0.01277233,0.00725609,2.99766865,-0.07272038,0.08787939,0.00972222
4447,43.23472222,0.01276843,0.00725393,2.99804856,-0.07270040,0.08786041,0.00972222
4448,43.24444444,0.01276453,0.00725178,2.99842834,-0.07268043,0.08784144,0.00972222
4449,43.25416667,0.01276063,0.00724962,2.99880799,-0.07266046,0.08782248,0.00972222
4450,43.26388889,0.01275673,0.00724747,2.99918752,-0.07264050,0.08780352,0.00972222
4451,43.27361111,0.01275283,0.00724532,2.99956691,-0.07262055,0.08778457,0.00972222
4452,43.28333333,0.01274894,0.00724317,2.99994617,-0.07260060,0.08776562,0.00972222
4453,43.29305556,0.01274504,0.00724102,3.00032531,-0.07258066,0.08774668,0.00972222
4454,43.30277778,0.01274115,0.00723887,3.00070431,-0.07256072,0.08772774,0.00972222
4455,43.31250000,0.01273726,0.00723672,3.00108319,-0.07254079,0.08770881,0.00972222
4456,43.32222222,0.01273337,0.00723457,3.00146194,-0.07252087,0.08768989,0.00972222
4457,43.33194444,0.01272948,0.00723242,3.00184056,-0.07250095,0.08767097,0.00972222
4458,43.34166667,0.01272560,0.00723027,3.00221905,-0.07248104,0.08765206,0.00972222
4459,43.35138889,0.01272171,0.00722812,3.00259741,-0.07246113,0.08763315,0.00972222
4460,43.36111111,0.01271782,0.00722598,3.00297564,-0.07244123,0.08761425,0.00972222
4461,43.37083333,0.01271394,0.00722383,3.00335374,-0.07242133,0.08759535,0.00972222
4462,43.38055556,0.01271006,0.00722169,3.00373172,-0.07240144,0.08757646,0.00972222
4463,43.39027778,0.01270618,0.00721954,3.00410957,-0.07238156,0.08755757,0.00972222
4464,43.40000000,0.01270230,0.00721740,3.00448728,-0.07236168,0.08753869,0.00972222
4465,43.40972222,0.01269842,0.00721525,3.00486487,-0.07234181,0.08751982,0.00972222
4466,43.41944444,0.01269454,0.00721311,3.00524234,-0.07232195,0.08750095,0.00972222
4467,43.42916667,0.01269067,0.00721097,3.00561967,-0.07230209,0.08748209,0.00972222
4468,43.43888889,0.01268679,0.00720883,3.00599687,-0.07228223,0.08746323,0.00972222
4469,43.44861111,0.01268292,0.00720669,3.00637395,-0.07226238,0.08744438,0.00972222
4470,43.45833333,0.01267905,0.00720455,3.00675090,-0.07224254,0.08742553,0.00972222
4471,43.46805556,0.01267518,0.00720241,3.00712772,-0.07222271,0.08740669,0.00972222
4472,43.47777778,0.01267131,0.00720027,3.00750441,-0.07220287,0.08738785,0.00972222
4473,43.48750000,0.01266744,0.00719813,3.00788098,-0.07218305,0.08736902,0.00972222
4474,43.49722222,0.01266357,0.00719600,3.00825741,-0.07216323,0.08735020,0.00972222
4475,43.50694444,0.01265971,0.00719386,3.00863372,-0.07214342,0.08733138,0.00972222
4476,43.51666667,0.01265584,0.00719172,3.00900990,-0.07212361,0.08731257,0.00972222
4477,43.52638889,0.01265198,0.00718959,3.00938596,-0.07210381,0.08729376,0.00972222
4478,43.53611111,0.01264812,0.00718745,3.00976188,-0.07208401,0.08727496,0.00972222
4479,43.54583333,0.01264426,0.00718532,3.01013768,-0.07206422,0.08725616,0.00972222
4480,43.55555556,0.01264040,0.00718319,3.01051335,-0.07204444,0.08723737,0.00972222
4481,43.56527778,0.01263654,0.00718105,3.01088889,-0.07202466,0.08721859,0.00972222
4482,43.57500000,0.01263268,0.00717892,3.01126431,-0.07200489,0.08719981,0.00972222
4483,43.58472222,0.01262883,0.00717679,3.01163959,-0.07198512,0.08718104,0.00972222
4484,43.59444444,0.01262497,0.00717466,3.01201475,-0.07196536,0.08716227,0.00972222
4485,43.60416667,0.01262112,0.00717253,3.01238979,-0.07194561,0.08714351,0.00972222
4486,43.61388889,0.01261727,0.00717040,3.01276469,-0.07192586,0.08712475,0.00972222
4487,43.62361111,0.01261342,0.00716827,3.01313947,-0.07190612,0.08710600,0.00972222
4488,43.63333333,0.01260957,0.00716615,3.01351412,-0.07188638,0.08708725,0.00972222
4489,43.64305556,0.01260572,0.00716402,3.01388864,-0.07186665,0.08706851,0.00972222
4490,43.65277778,0.01260187,0.00716189,3.01426304,-0.07184692,0.08704978,0.00972222
4491,43.66250000,0.01259803,0.00715977,3.01463731,-0.07182720,0.08703105,0.00972222
4492,43.67222222,0.01259418,0.00715764,3.01501145,-0.07180749,0.08701232,0.00972222
4493,43.68194444,0.01259034,0.00715552,3.01538547,-0.07178778,0.08699360,0.00972222
4494,43.69166667,0.01258650,0.00715339,3.01575935,-0.07176808,0.08697489,0.00972222
4495,43.70138889,0.01258266,0.00715127,3.01613312,-0.07174838,0.08695618,0.00972222
4496,43.71111111,0.01257882,0.00714915,3.01650675,-0.07172869,0.08693748,0.00972222
4497,43.72083333,0.01257498,0.00714702,3.01688026,-0.07170901,0.08691878,0.00972222
4498,43.73055556,0.01257115,0.00714490,3.01725364,-0.07168933,0.08690009,0.00972222
4499,43.74027778,0.01256731,0.00714278,3.01762689,-0.07166966,0.08688141,0.00972222
4500,43.75000000,0.01256348,0.00714066,3.01800002,-0.07164999,0.08686273,0.00972222
4501,43.75972222,0.01255964,0.00713854,3.01837302,-0.07163033,0.08684405,0.00972222
4502,43.76944444,0.01255581,0.00713642,3.01874589,-0.07161067,0.08682538,0.00972222
4503,43.77916667,0.01255198,0.00713431,3.01911864,-0.07159102,0.08680672,0.00972222
4504,43.78888889,0.01254815,0.00713219,3.01949126,-0.07157138,0.08678806,0.00972222
4505,43.79861111,0.01254433,0.00713007,3.01986376,-0.07155174,0.08676941,0.00972222
4506,43.80833333,0.01254050,0.00712796,3.02023613,-0.07153211,0.08675076,0.00972222
4507,43.81805556,0.01253667,0.00712584,3.02060837,-0.07151248,0.08673212,0.00972222
4508,43.82777778,0.01253285,0.00712373,3.02098049,-0.07149286,0.08671349,0.00972222
4509,43.83750000,0.01252903,0.00712161,3.02135248,-0.07147325,0.08669486,0.00972222
4510,43.84722222,0.01252520,0.00711950,3.02172434,-0.07145364,0.08667623,0.00972222
4511,43.85694444,0.01252138,0.00711739,3.02209608,-0.07143403,0.08665761,0.00972222
4512,43.86666667,0.01251757,0.00711527,3.02246769,-0.07141444,0.08663900,0.00972222
4513,43.87638889,0.01251375,0.00711316,3.02283918,-0.07139484,0.08662039,0.00972222
4514,43.88611111,0.01250993,0.00711105,3.02321053,-0.07137526,0.08660179,0.00972222
4515,43.89583333,0.01250612,0.00710894,3.02358177,-0.07135568,0.08658319,0.00972222
4516,43.90555556,0.01250230,0.00710683,3.02395288,-0.07133610,0.08656460,0.00972222
4517,43.91527778,0.01249849,0.00710472,3.02432386,-0.07131653,0.08654601,0.00972222
4518,43.92500000,0.01249468,0.00710261,3.02469472,-0.07129697,0.08652743,0.00972222
4519,43.93472222,0.01249087,0.00710051,3.02506545,-0.07127741,0.08650885,0.00972222
4520,43.94444444,0.01248706,0.00709840,3.02543605,-0.07125786,0.08649028,0.00972222
4521,43.95416667,0.01248325,0.00709629,3.02580653,-0.07123832,0.08647172,0.00972222
4522,43.96388889,0.01247944,0.00709419,3.02617688,-0.07121878,0.08645316,0.00972222
4523,43.97361111,0.01247564,0.00709208,3.02654711,-0.07119924,0.08643460,0.00972222
4524,43.98333333,0.01247183,0.00708998,3.02691722,-0.07117971,0.08641605,0.00972222
4525,43.99305556,0.01246803,0.00708788,3.02728719,-0.07116019,0.08639751,0.00972222
4526,44.00277778,0.01246423,0.00708577,3.02765705,-0.07114067,0.08637897,0.00972222
4527,44.01250000,0.01246043,0.00708367,3.02802677,-0.07112116,0.08636044,0.00972222
4528,44.02222222,0.01245663,0.00708157,3.02839637,-0.07110166,0.08634192,0.00972222
4529,44.03194444,0.01245283,0.00707947,3.02876585,-0.07108216,0.08632339,0.00972222
4530,44.04166667,0.01244904,0.00707737,3.02913520,-0.07106267,0.08630488,0.00972222
4531,44.05138889,0.01244524,0.00707527,3.02950443,-0.07104318,0.08628637,0.00972222
4532,44.06111111,0.01244145,0.00707317,3.02987353,-0.07102370,0.08626786,0.00972222
4533,44.07083333,0.01243765,0.00707107,3.03024251,-0.07100422,0.08624936,0.00972222
4534,44.08055556,0.01243386,0.00706897,3.03061136,-0.07098475,0.08623087,0.00972222
4535,44.09027778,0.01243007,0.00706688,3.03098008,-0.07096528,0.08621238,0.00972222
4536,44.10000000,0.01242628,0.00706478,3.03134869,-0.07094582,0.08619390,0.00972222
4537,44.10972222,0.01242249,0.00706268,3.03171716,-0.07092637,0.08617543,0.00972222
4538,44.11944444,0.01241871,0.00706059,3.03208551,-0.07090692,0.08615696,0.00972222
4539,44.12916667,0.01241492,0.00705849,3.03245374,-0.07088748,0.08613849,0.00972222
4540,44.13888889,0.01241114,0.00705640,3.03282184,-0.07086804,0.08612003,0.00972222
4541,44.14861111,0.01240735,0.00705431,3.03318982,-0.07084861,0.08610158,0.00972222
4542,44.15833333,0.01240357,0.00705221,3.03355768,-0.07082919,0.08608313,0.00972222
4543,44.16805556,0.01239979,0.00705012,3.03392540,-0.07080977,0.08606468,0.00972222
4544,44.17777778,0.01239601,0.00704803,3.03429301,-0.07079036,0.08604625,0.00972222
4545,44.18750000,0.01239223,0.00704594,3.03466049,-0.07077095,0.08602781,0.00972222
4546,44.19722222,0.01238846,0.00704385,3.03502784,-0.07075155,0.08600939,0.00972222
4547,44.20694444,0.01238468,0.00704176,3.03539508,-0.07073215,0.08599096,0.00972222
4548,44.21666667,0.01238091,0.00703967,3.03576218,-0.07071276,0.08597255,0.00972222
4549,44.22638889,0.01237713,0.00703758,3.03612917,-0.07069338,0.08595414,0.00972222
4550,44.23611111,0.01237336,0.00703550,3.03649602,-0.07067400,0.08593573,0.00972222
4551,44.24583333,0.01236959,0.00703341,3.03686276,-0.07065462,0.08591733,0.00972222
4552,44.25555556,0.01236582,0.00703132,3.03722937,-0.07063526,0.08589894,0.00972222
4553,44.26527778,0.01236205,0.00702924,3.03759586,-0.07061589,0.08588055,0.00972222
4554,44.27500000,0.01235829,0.00702715,3.03796222,-0.07059654,0.08586216,0.00972222
4555,44.28472222,0.01235452,0.00702507,3.03832846,-0.07057719,0.08584379,0.00972222
4556,44.29444444,0.01235076,0.00702299,3.03869457,-0.07055784,0.08582541,0.00972222
4557,44.30416667,0.01234699,0.00702090,3.03906056,-0.07053850,0.08580705,0.00972222
4558,44.31388889,0.01234323,0.00701882,3.03942643,-0.07051917,0.08578868,0.00972222
4559,44.32361111,0.01233947,0.00701674,3.03979217,-0.07049984,0.08577033,0.00972222
4560,44.33333333,0.01233571,0.00701466,3.04015779,-0.07048052,0.08575198,0.00972222
4561,44.34305556,0.01233195,0.00701258,3.04052329,-0.07046120,0.08573363,0.00972222
4562,44.35277778,0.01232820,0.00701050,3.04088866,-0.07044189,0.08571529,0.00972222
4563,44.36250000,0.01232444,0.00700842,3.04125391,-0.07042259,0.08569695,0.00972222
4564,44.37222222,0.01232068,0.00700634,3.04161904,-0.07040329,0.08567862,0.00972222
4565,44.38194444,0.01231693,0.00700426,3.04198404,-0.07038400,0.08566030,0.00972222
4566,44.39166667,0.01231318,0.00700219,3.04234892,-0.07036471,0.08564198,0.00972222
4567,44.40138889,0.01230943,0.00700011,3.04271367,-0.07034543,0.08562367,0.00972222
4568,44.41111111,0.01230568,0.00699803,3.04307831,-0.07032615,0.08560536,0.00972222
4569,44.42083333,0.01230193,0.00699596,3.04344281,-0.07030688,0.08558706,0.00972222
4570,44.43055556,0.01229818,0.00699388,3.04380720,-0.07028762,0.08556876,0.00972222
4571,44.44027778,0.01229444,0.00699181,3.04417146,-0.07026836,0.08555047,0.00972222
4572,44.45000000,0.01229069,0.00698974,3.04453560,-0.07024910,0.08553218,0.00972222
4573,44.45972222,0.01228695,0.00698767,3.04489962,-0.07022986,0.08551390,0.00972222
4574,44.46944444,0.01228321,0.00698559,3.04526351,-0.07021061,0.08549562,0.00972222
4575,44.47916667,0.01227946,0.00698352,3.04562728,-0.07019138,0.08547735,0.00972222
4576,44.48888889,0.01227572,0.00698145,3.04599093,-0.07017215,0.08545909,0.00972222
4577,44.49861111,0.01227199,0.00697938,3.04635445,-0.07015292,0.08544083,0.00972222
4578,44.50833333,0.01226825,0.00697731,3.04671786,-0.07013370,0.08542257,0.00972222
4579,44.51805556,0.01226451,0.00697524,3.04708114,-0.07011449,0.08540432,0.00972222
4580,44.52777778,0.01226078,0.00697318,3.04744429,-0.07009528,0.08538608,0.00972222
4581,44.53750000,0.01225704,0.00697111,3.04780733,-0.07007608,0.08536784,0.00972222
4582,44.54722222,0.01225331,0.00696904,3.04817024,-0.07005688,0.08534961,0.00972222
4583,44.55694444,0.01224958,0.00696697,3.04853303,-0.07003769,0.08533138,0.00972222
4584,44.56666667,0.01224585,0.00696491,3.04889569,-0.07001850,0.08531316,0.00972222
4585,44.57638889,0.01224212,0.00696284,3.04925823,-0.06999932,0.08529494,0.00972222
4586,44.58611111,0.01223839,0.00696078,3.04962066,-0.06998015,0.08527673,0.00972222
4587,44.59583333,0.01223466,0.00695872,3.04998295,-0.06996098,0.08525852,0.00972222
4588,44.60555556,0.01223094,0.00695665,3.05034513,-0.06994182,0.08524032,0.00972222
4589,44.61527778,0.01222721,0.00695459,3.05070719,-0.06992266,0.08522213,0.00972222
4590,44.62500000,0.01222349,0.00695253,3.05106912,-0.06990351,0.08520394,0.00972222
4591,44.63472222,0.01221977,0.00695047,3.05143093,-0.06988436,0.08518575,0.00972222
4592,44.64444444,0.01221605,0.00694841,3.05179261,-0.06986522,0.08516757,0.00972222
4593,44.65416667,0.01221233,0.00694635,3.05215418,-0.06984609,0.08514940,0.00972222
4594,44.66388889,0.01220861,0.00694429,3.05251562,-0.06982696,0.08513123,0.00972222
4595,44.67361111,0.01220489,0.00694223,3.05287695,-0.06980784,0.08511307,0.00972222
4596,44.68333333,0.01220118,0.00694017,3.05323815,-0.06978872,0.08509491,0.00972222
4597,44.69305556,0.01219746,0.00693812,3.05359922,-0.06976961,0.08507676,0.00972222
4598,44.70277778,0.01219375,0.00693606,3.05396018,-0.06975050,0.08505861,0.00972222
4599,44.71250000,0.01219004,0.00693400,3.05432101,-0.06973140,0.08504047,0.00972222
4600,44.72222222,0.01218633,0.00693195,3.05468173,-0.06971230,0.08502233,0.00972222
4601,44.73194444,0.01218262,0.00692989,3.05504232,-0.06969321,0.08500420,0.00972222
4602,44.74166667,0.01217891,0.00692784,3.05540278,-0.06967413,0.08498608,0.00972222
4603,44.75138889,0.01217520,0.00692579,3.05576313,-0.06965505,0.08496795,0.00972222
4604,44.76111111,0.01217150,0.00692373,3.05612336,-0.06963598,0.08494984,0.00972222
4605,44.77083333,0.01216779,0.00692168,3.05648346,-0.06961691,0.08493173,0.00972222
4606,44.78055556,0.01216409,0.00691963,3.05684345,-0.06959785,0.08491362,0.00972222
4607,44.79027778,0.01216039,0.00691758,3.05720331,-0.06957880,0.08489553,0.00972222
4608,44.80000000,0.01215669,0.00691553,3.05756305,-0.06955975,0.08487743,0.00972222
4609,44.80972222,0.01215299,0.00691348,3.05792267,-0.06954070,0.08485934,0.00972222
4610,44.81944444,0.01214929,0.00691143,3.05828216,-0.06952166,0.08484126,0.00972222
4611,44.82916667,0.01214559,0.00690938,3.05864154,-0.06950263,0.08482318,0.00972222
4612,44.83888889,0.01214189,0.00690733,3.05900079,-0.06948360,0.08480511,0.00972222
4613,44.84861111,0.01213820,0.00690529,3.05935993,-0.06946458,0.08478704,0.00972222
4614,44.85833333,0.01213450,0.00690324,3.05971894,-0.06944556,0.08476898,0.00972222
4615,44.86805556,0.01213081,0.00690119,3.06007783,-0.06942655,0.08475092,0.00972222
4616,44.87777778,0.01212712,0.00689915,3.06043660,-0.06940755,0.08473287,0.00972222
4617,44.88750000,0.01212343,0.00689710,3.06079525,-0.06938855,0.08471483,0.00972222
4618,44.89722222,0.01211974,0.00689506,3.06115378,-0.06936955,0.08469678,0.00972222
4619,44.90694444,0.01211605,0.00689302,3.06151219,-0.06935057,0.08467875,0.00972222
4620,44.91666667,0.01211236,0.00689097,3.06187048,-0.06933158,0.08466072,0.00972222
4621,44.92638889,0.01210868,0.00688893,3.06222864,-0.06931261,0.08464269,0.00972222
4622,44.93611111,0.01210499,0.00688689,3.06258669,-0.06929363,0.08462467,0.00972222
4623,44.94583333,0.01210131,0.00688485,3.06294462,-0.06927467,0.08460666,0.00972222
4624,44.95555556,0.01209763,0.00688281,3.06330242,-0.06925571,0.08458865,0.00972222
4625,44.96527778,0.01209395,0.00688077,3.06366010,-0.06923675,0.08457065,0.00972222
4626,44.97500000,0.01209027,0.00687873,3.06401767,-0.06921780,0.08455265,0.00972222
4627,44.98472222,0.01208659,0.00687669,3.06437511,-0.06919886,0.08453466,0.00972222
4628,44.99444444,0.01208291,0.00687466,3.06473243,-0.06917992,0.08451667,0.00972222
4629,45.00416667,0.01207924,0.00687262,3.06508964,-0.06916099,0.08449869,0.00972222
4630,45.01388889,0.01207556,0.00687058,3.06544672,-0.06914206,0.08448072,0.00972222
4631,45.02361111,0.01207189,0.00686855,3.06580368,-0.06912314,0.08446275,0.00972222
4632,45.03333333,0.01206822,0.00686651,3.06616052,-0.06910423,0.08444478,0.00972222
4633,45.04305556,0.01206455,0.00686448,3.06651724,-0.06908532,0.08442682,0.00972222
4634,45.05277778,0.01206088,0.00686244,3.06687384,-0.06906641,0.08440887,0.00972222
4635,45.06250000,0.01205721,0.00686041,3.06723033,-0.06904751,0.08439092,0.00972222
4636,45.07222222,0.01205354,0.00685838,3.06758669,-0.06902862,0.08437298,0.00972222
4637,45.08194444,0.01204987,0.00685635,3.06794293,-0.06900973,0.08435504,0.00972222
4638,45.09166667,0.01204621,0.00685431,3.06829905,-0.06899085,0.08433710,0.00972222
4639,45.10138889,0.01204254,0.00685228,3.06865505,-0.06897197,0.08431918,0.00972222
4640,45.11111111,0.01203888,0.00685025,3.06901093,-0.06895310,0.08430125,0.00972222
4641,45.12083333,0.01203522,0.00684822,3.06936669,-0.06893424,0.08428334,0.00972222
4642,45.13055556,0.01203156,0.00684620,3.06972233,-0.06891538,0.08426542,0.00972222
4643,45.14027778,0.01202790,0.00684417,3.07007786,-0.06889652,0.08424752,0.00972222
4644,45.15000000,0.01202424,0.00684214,3.07043326,-0.06887767,0.08422962,0.00972222
4645,45.15972222,0.01202058,0.00684011,3.07078854,-0.06885883,0.08421172,0.00972222
4646,45.16944444,0.01201693,0.00683809,3.07114370,-0.06883999,0.08419383,0.00972222
4647,45.17916667,0.01201327,0.00683606,3.07149875,-0.06882116,0.08417594,0.00972222
4648,45.18888889,0.01200962,0.00683404,3.07185367,-0.06880233,0.08415806,0.00972222
4649,45.19861111,0.01200597,0.00683201,3.07220848,-0.06878351,0.08414019,0.00972222
4650,45.20833333,0.01200232,0.00682999,3.07256316,-0.06876470,0.08412232,0.00972222
4651,45.21805556,0.01199867,0.00682796,3.07291773,-0.06874589,0.08410445,0.00972222
4652,45.22777778,0.01199502,0.00682594,3.07327217,-0.06872708,0.08408659,0.00972222
4653,45.23750000,0.01199137,0.00682392,3.07362650,-0.06870828,0.08406874,0.00972222
4654,45.24722222,0.01198773,0.00682190,3.07398071,-0.06868949,0.08405089,0.00972222
4655,45.25694444,0.01198408,0.00681988,3.07433480,-0.06867070,0.08403305,0.00972222
4656,45.26666667,0.01198044,0.00681786,3.07468877,-0.06865192,0.08401521,0.00972222
4657,45.27638889,0.01197680,0.00681584,3.07504262,-0.06863314,0.08399738,0.00972222
4658,45.28611111,0.01197315,0.00681382,3.07539635,-0.06861437,0.08397955,0.00972222
4659,45.29583333,0.01196951,0.00681180,3.07574997,-0.06859561,0.08396173,0.00972222
4660,45.30555556,0.01196587,0.00680978,3.07610346,-0.06857685,0.08394391,0.00972222
4661,45.31527778,0.01196224,0.00680777,3.07645683,-0.06855809,0.08392610,0.00972222
4662,45.32500000,0.01195860,0.00680575,3.07681009,-0.06853934,0.08390829,0.00972222
4663,45.33472222,0.01195496,0.00680374,3.07716323,-0.06852060,0.08389049,0.00972222
4664,45.34444444,0.01195133,0.00680172,3.07751625,-0.06850186,0.08387269,0.00972222
4665,45.35416667,0.01194770,0.00679971,3.07786915,-0.06848313,0.08385490,0.00972222
4666,45.36388889,0.01194406,0.00679769,3.07822193,-0.06846440,0.08383711,0.00972222
4667,45.37361111,0.01194043,0.00679568,3.07857459,-0.06844568,0.08381933,0.00972222
4668,45.38333333,0.01193680,0.00679367,3.07892714,-0.06842697,0.08380156,0.00972222
4669,45.39305556,0.01193318,0.00679165,3.07927956,-0.06840825,0.08378379,0.00972222
4670,45.40277778,0.01192955,0.00678964,3.07963187,-0.06838955,0.08376602,0.00972222
4671,45.41250000,0.01192592,0.00678763,3.07998406,-0.06837085,0.08374826,0.00972222
4672,45.42222222,0.01192230,0.00678562,3.08033613,-0.06835216,0.08373051,0.00972222
4673,45.43194444,0.01191867,0.00678361,3.08068808,-0.06833347,0.08371276,0.00972222
4674,45.44166667,0.01191505,0.00678160,3.08103991,-0.06831479,0.08369502,0.00972222
4675,45.45138889,0.01191143,0.00677960,3.08139163,-0.06829611,0.08367728,0.00972222
4676,45.46111111,0.01190781,0.00677759,3.08174323,-0.06827744,0.08365954,0.00972222
4677,45.47083333,0.01190419,0.00677558,3.08209471,-0.06825877,0.08364182,0.00972222
4678,45.48055556,0.01190057,0.00677357,3.08244607,-0.06824011,0.08362409,0.00972222
4679,45.49027778,0.01189696,0.00677157,3.08279731,-0.06822145,0.08360638,0.00972222
4680,45.50000000,0.01189334,0.00676956,3.08314844,-0.06820280,0.08358866,0.00972222
4681,45.50972222,0.01188973,0.00676756,3.08349944,-0.06818416,0.08357095,0.00972222
4682,45.51944444,0.01188611,0.00676556,3.08385033,-0.06816552,0.08355325,0.00972222
4683,45.52916667,0.01188250,0.00676355,3.08420110,-0.06814689,0.08353556,0.00972222
4684,45.53888889,0.01187889,0.00676155,3.08455176,-0.06812826,0.08351786,0.00972222
4685,45.54861111,0.01187528,0.00675955,3.08490229,-0.06810964,0.08350018,0.00972222
4686,45.55833333,0.01187167,0.00675755,3.08525271,-0.06809102,0.08348250,0.00972222
4687,45.56805556,0.01186807,0.00675554,3.08560301,-0.06807241,0.08346482,0.00972222
4688,45.57777778,0.01186446,0.00675354,3.08595320,-0.06805380,0.08344715,0.00972222
4689,45.58750000,0.01186085,0.00675154,3.08630326,-0.06803520,0.08342948,0.00972222
4690,45.59722222,0.01185725,0.00674955,3.08665321,-0.06801661,0.08341182,0.00972222
4691,45.60694444,0.01185365,0.00674755,3.08700304,-0.06799802,0.08339417,0.00972222
4692,45.61666667,0.01185005,0.00674555,3.08735275,-0.06797944,0.08337651,0.00972222
4693,45.62638889,0.01184645,0.00674355,3.08770235,-0.06796086,0.08335887,0.00972222
4694,45.63611111,0.01184285,0.00674156,3.08805182,-0.06794228,0.08334123,0.00972222
4695,45.64583333,0.01183925,0.00673956,3.08840119,-0.06792372,0.08332359,0.00972222
4696,45.65555556,0.01183565,0.00673757,3.08875043,-0.06790515,0.08330597,0.00972222
4697,45.66527778,0.01183206,0.00673557,3.08909955,-0.06788660,0.08328834,0.00972222
4698,45.67500000,0.01182846,0.00673358,3.08944856,-0.06786805,0.08327072,0.00972222
4699,45.68472222,0.01182487,0.00673158,3.08979746,-0.06784950,0.08325311,0.00972222
4700,45.69444444,0.01182128,0.00672959,3.09014623,-0.06783096,0.08323550,0.00972222
4701,45.70416667,0.01181769,0.00672760,3.09049489,-0.06781243,0.08321790,0.00972222
4702,45.71388889,0.01181410,0.00672561,3.09084343,-0.06779390,0.08320030,0.00972222
4703,45.72361111,0.01181051,0.00672362,3.09119185,-0.06777537,0.08318270,0.00972222
4704,45.73333333,0.01180692,0.00672163,3.09154016,-0.06775685,0.08316512,0.00972222
4705,45.74305556,0.01180333,0.00671964,3.09188835,-0.06773834,0.08314753,0.00972222
4706,45.75277778,0.01179975,0.00671765,3.09223642,-0.06771983,0.08312996,0.00972222
4707,45.76250000,0.01179617,0.00671566,3.09258438,-0.06770133,0.08311238,0.00972222
4708,45.77222222,0.01179258,0.00671367,3.09293222,-0.06768284,0.08309482,0.00972222
4709,45.78194444,0.01178900,0.00671168,3.09327994,-0.06766435,0.08307725,0.00972222
4710,45.79166667,0.01178542,0.00670970,3.09362755,-0.06764586,0.08305970,0.00972222
4711,45.80138889,0.01178184,0.00670771,3.09397504,-0.06762738,0.08304214,0.00972222
4712,45.81111111,0.01177826,0.00670572,3.09432241,-0.06760890,0.08302460,0.00972222
4713,45.82083333,0.01177469,0.00670374,3.09466967,-0.06759044,0.08300706,0.00972222
4714,45.83055556,0.01177111,0.00670176,3.09501681,-0.06757197,0.08298952,0.00972222
4715,45.84027778,0.01176754,0.00669977,3.09536383,-0.06755351,0.08297199,0.00972222
4716,45.85000000,0.01176396,0.00669779,3.09571074,-0.06753506,0.08295446,0.00972222
4717,45.85972222,0.01176039,0.00669581,3.09605753,-0.06751661,0.08293694,0.00972222
4718,45.86944444,0.01175682,0.00669382,3.09640421,-0.06749817,0.08291943,0.00972222
4719,45.87916667,0.01175325,0.00669184,3.09675077,-0.06747973,0.08290191,0.00972222
4720,45.88888889,0.01174968,0.00668986,3.09709721,-0.06746130,0.08288441,0.00972222
4721,45.89861111,0.01174611,0.00668788,3.09744353,-0.06744288,0.08286691,0.00972222
4722,45.90833333,0.01174255,0.00668590,3.09778974,-0.06742446,0.08284941,0.00972222
4723,45.91805556,0.01173898,0.00668393,3.09813584,-0.06740604,0.08283192,0.00972222
